,Asset A,Asset B
0,1.0,2.0
1,1.001201528687314,2.0
2,1.0144386164607233,2.0
3,1.0172987462805057,2.00216127797092
4,1.0090498724931731,2.025046097713213
5,1.00646331405475,2.0278790503720368
6,1.0002804825429101,2.019100696308351
7,1.015078093898111,2.04413789541055
8,0.9951968356871803,2.0672613478146307
9,1.008995962767339,2.0551196279586064
10,1.017856749427195,2.047433208664375
11,1.0139334833603473,2.046943531782623
12,1.016801518205294,2.057330933866351
13,1.0061790838687674,2.0745705392355815
14,1.0006039995306462,2.0666461562119056
15,0.9988189028437604,2.054539670568531
16,1.0065106280071514,2.030701760116138
17,1.0049347700529585,2.049649105538699
18,1.0200224195116465,2.086615954980374
19,1.0291646744868215,2.094217731571866
20,1.0210389731661962,2.071443324651703
21,1.0191083267036372,2.0809714098728844
22,1.010848701585124,2.0929739255222777
23,1.0035833719918443,2.0653645738324458
24,0.9892673629364174,2.038542539061681
25,1.0058674615982226,2.0256425970548624
26,1.0259480221135922,2.0239769870096707
27,1.0264144296445938,2.0182336771789804
28,1.0088029078295695,2.0151799297985895
29,1.0054013745517572,2.0029357804021415
30,1.0014947288167835,1.9904203062485584
31,1.0067678502397652,1.9822571650444385
32,1.0111931399062306,1.9862760335260208
33,0.9950159323669218,1.9938715516917505
34,0.9826933425791788,1.9962453345090592
35,0.9868449796014804,2.0080376293450164
36,0.9870123976609513,1.9886096624211098
37,0.9826679349514724,2.0122843618382222
38,0.9873459986649404,2.0507497337947522
39,0.9975209408481819,2.0724704961551614
40,1.0084667979126112,2.076210261889375
41,1.008376831090755,2.0995354723559383
42,1.0089646505911904,2.104548482629739
43,1.0168971277037928,2.113780548425246
44,1.0230153529506465,2.119891231891065
45,1.0161405114200788,2.1621173270494687
46,1.0113010336067494,2.19590810938928
47,1.01692688123228,2.2311614594205205
48,1.0196324065656714,2.252733359928216
49,1.017102706030732,2.2831819222414866
50,1.0222217166066099,2.298597573523975
51,1.0272858871523436,2.2846441237295307
52,1.0280107477622145,2.2642543356163367
53,1.0203456355660534,2.284100284174063
54,1.0261466400819363,2.3200087648040273
55,1.038076420985879,2.3221052054193794
56,1.0358633962029042,2.319338065737389
57,1.020792672574368,2.3544521611927394
58,1.0379494130267157,2.375214349568517
59,1.0364005089416393,2.385065141278214
60,1.0449823870020203,2.3782057746332192
61,1.0619328477338605,2.3834803029012344
62,1.069786125595991,2.3883412587952657
63,1.0646301876467035,2.4001604575915167
64,1.0727281353672653,2.404640942083532
65,1.0612940805735507,2.4339175237718127
66,1.0565615003669606,2.42651010604651
67,1.0522201382722094,2.398817028205822
68,1.0558985803750425,2.3718949163439422
69,1.0545653157333312,2.343408418471119
70,1.0776711924150562,2.337045978622051
71,1.067467198524179,2.3128204467565334
72,1.0752916803225787,2.3033607464532566
73,1.0861648135888209,2.2955184781098343
74,1.0997221149483674,2.2943849628902964
75,1.0947886188808544,2.2810967955628896
76,1.1037875229692835,2.2974428833093166
77,1.104398980254275,2.2942075994956843
78,1.1138064802394854,2.301221136315578
79,1.1157778331433807,2.323740407767875
80,1.1193959480801283,2.3492265859288612
81,1.117891370644721,2.3640733280250443
82,1.1031249715822775,2.3826643643461423
83,1.1118370740673837,2.3938450786409056
84,1.113284681399778,2.395489439933437
85,1.098914279149017,2.408114190960012
86,1.111761859933391,2.3941261421830986
87,1.1234034578967989,2.438774476566459
88,1.1326315060982493,2.4389968072745307
89,1.1511308686151527,2.425293112777585
90,1.1470772916111003,2.4303051151469517
91,1.1413956164768257,2.418258567682004
92,1.1574357156896047,2.4089323471255235
93,1.1476993584435677,2.408552518246202
94,1.1470376490181713,2.394554220570563
95,1.1516606484241962,2.4036324392745927
96,1.152867092269101,2.40041098932059
97,1.152683147070948,2.3936520691085272
98,1.151101659117293,2.404366965581797
99,1.1397047475558664,2.4146572220465967
100,1.140408681974698,2.4198771731998363
101,1.1594732059128698,2.4047743117044975
102,1.1560344757405707,2.4028295465991802
103,1.1554859322332611,2.41511387238869
104,1.1611963500170628,2.3954909971993867
105,1.1511512918919578,2.37147898099809
106,1.1432087054664481,2.3601979263587602
107,1.1419047818634207,2.3439060503150584
108,1.1568594624378168,2.3512029412729936
109,1.1443867687794025,2.3434116127763804
110,1.1273254342949193,2.3393383724768135
111,1.130455206952568,2.3317972382612444
112,1.131197667914712,2.34030355776119
113,1.1153794755784199,2.3468904310276955
114,1.103011498898024,2.359544766591689
115,1.0917861992858497,2.335239887259653
116,1.0870162886383077,2.333776065294168
117,1.0908637201262363,2.3359824209626394
118,1.079887914872023,2.2819915490387666
119,1.0812618010049382,2.283517054181657
120,1.0782825058115142,2.2821599076479537
121,1.0812045409815687,2.25846397338158
122,1.0738311187818157,2.258180487506598
123,1.0736712925556704,2.2706283206449625
124,1.0812042022750838,2.2547589607888705
125,1.0936050813520117,2.2540969800396473
126,1.0880195015295342,2.2344955374466315
127,1.0936107492195184,2.2116476566928944
128,1.1030601643843831,2.186851241487897
129,1.1137734605693845,2.1308834500629388
130,1.1162541672717186,2.1101287615712785
131,1.1347770765824636,2.0896110325429307
132,1.128927152895968,2.103065392068061
133,1.1335885790696096,2.0919268428848747
134,1.1327368148161008,2.074412188861627
135,1.1281169556333375,2.0661962929659685
136,1.1384312831022965,2.0515509621188057
137,1.1344298631809757,2.0433569687220743
138,1.1383156626344555,2.020570968140616
139,1.1217621948949437,1.9945418568926105
140,1.123450513929483,2.010985521539221
141,1.1103685396843745,2.0114466365918906
142,1.1385068868527475,1.998268899551335
143,1.1375405729243073,2.001477473163698
144,1.1404406036284276,2.024358232657387
145,1.1298124856805334,2.0330659576121692
146,1.1221033193900432,2.044224481929078
147,1.1015785314571866,2.056364784989042
148,1.1106370085066726,2.046484514877171
149,1.1097797652204169,2.045921337871102
150,1.1006564905568157,2.056477602172479
151,1.1125386770923893,2.0205078239320993
152,1.1047247900090935,2.001308311273324
153,1.102015492336235,2.0118389012778173
154,1.1019599895646732,2.0294704406978954
155,1.1032896965597647,2.0203593464797986
156,1.0959284119481418,2.0260355575869715
157,1.0881868135388288,2.0347409864561246
158,1.096477451368855,2.0465755441011426
159,1.085717199613987,2.0541151143263514
